1,"ОБРАЗЕЦ НАСТОЯЩЕГО МУЖЧИНЫ
Сергея Васильевича Кислицына в Малмыжском районе знают многие. 
Учитель физики, организатор по внеклассной работе, директор средней школы №2 г.Малмыжа, заведующий Малмыжским районным отделом народного образования, секретарь Райкома КПСС, заместитель председателя Райсполкома, заместитель главы администрации района, заместитель директора по производственному обучению Савальского сельскохозяйственного техникума, глава администрации Малмыжского городского поселения – таковы ступени его карьерной лестницы. 
Во время работы главой поселения Сергей Васильевич проявлял себя грамотным, принципиальным, требовательным к себе и окружающим человеком. К нему обращались многие жители, зная, что он обязательно поможет. Не жалея сил и личного времени, Сергей Васильевич оперативно решал многие вопросы, пользовался авторитетом и заслуженным уважением как в коллективе, так и в районе. Даже после выхода на заслуженный отдых, этот неутомимый человек сделал для людей много добрых дел. 
Этой осенью Сергей Васильевич отметил свой 75-летний юбилей. Поздравить юбиляра с этой замечательной датой, вспомнить времена молодости и поблагодарить его за весомый вклад в развитие родного города решили его коллеги, друзья и единомышленники...
Продолжение читайте в нашей газете."
1,"День матери в России отмечают 24 раз. Это один из самых тёплых и трогательных праздников в нашей стране. Его цель- укрепить семейные традиции и напомнить о важности роли матери в жизни каждого человека.
Участниками семейного праздника ""Мамы всякие нужны, мамы всякие важны""  стали воспитанники детского сада √4"" Сказка "" г.Малмыжа и их мамы. Праздник прошёл весело и задорно. Мамы и дети участвовали в весёлых конкурсах и викторинах, играли и веселились. А стихи и танец в исполнении ребят стали самым лучшим подарком."
1,"Сдам 1 комнатную квартиру в Казани с новым ремонтом район Азино, ул. Закиева!
В личку"
1,"В отличном состоянии куртка,звоните по этому номеру 89127101659 АНОН"
1,4О размер 8ОО рублей
1,Куртка зимняя
0,Кукморские валенки
1,"Продам, в отличном состоянии. 500 рублей, clever"
1,TO1;8 you уэтаг
1,"Станок фрезерный с ЧПУ 4-х осевой с лазерным модулем на ЗО ВАТ за один проход 3 MМ фанеры рабочая зона Y-2205,X-1324,7- 2зО,шпиндель 2.2 Квт на 1О Aс водяным охлаждением  цанги с 3 до 12,7 мм ,станок новый . Цена 3БО ООО Тел 8 937 005 21 26"
1,Куртка р. L- 1000 руб. Тел. 89229103802
0,куплю катридж на подик релакс исентиал можно старый
1,"Продам новую кофту,размер 40-42,700 рублей. Звонить по тел 89127051096. Анон."
1,Куплю полу сапожки . Желательно на платформе.
1,Продам дублёнку
1,Продам 500р.звонить 89536915433.
1,10 ?2 10 14 ?6 ?8 ?9 33 3!
1,"Продам по 400р каждая пара,все в хорошем состоянии,звонить 89536915433"
1,Кто делает уличные адресные надписи . Анон.
1,"изУМРудная < 56, Il)"
1,"В Кирове возбудили уголовное дело из-за незаконного подключения к газопроводу 
 
Сегодня на ул.Луганской, 53а (по этому адресу находятся структуры Кировского биохимического завода) сотрудники «Газпром межрегионгаз Киров» и «Газпром газораспределение Киров» обнаружили незаконное подключение к газопроводу высокого давления. 
 
Возбуждено уголовное дело по ст.УК «Кража в особо крупном размере». Наказание по этой статье - лишение свободы до десяти лет со штрафом до 1 млн рублей. 
 
Александр Чиликин, директор ООО «Газпром межрегионгаз Киров» и АО «Газпром газораспределение Киров»: 
 
""Порядок использования газа, эксплуатация газопроводов и газоиспользующего оборудования регламентированы законодательством, несанкционированное подключение к системе газоснабжения несёт угрозу безопасности жизни и здоровья граждан. 
Незаконное подключение к газопроводу высокого давления по адресу ул. Луганская, 53а создаёт непосредственную угрозу бесперебойной подаче газа на Кировскую ТЭЦ-4, газоснабжение которой осуществляется по единственному газопроводу, и может привести к срыву отопительного сезона в Кирове»."
1,"Куплю ваз 2110-2112
На разбор главное чтобы были живые двери, капот в лс"
1,"На пекарню (с. Калинино) требуются грузчики, пекари. За подробностями по вакансиям обращаться по тел. 2-61-10, 8917-897-73-63 или по адресу: с. Калинино, ул. Молодежная, 31.🍞🥖🥐🌾"
1,"Куплю рабочий телефон на 32гб до 5000р,обязательно  Xiaomi,Honor"
1,"Уже стало традицией в последнее воскресенье ноября отмечать праздник - “День Матери” 🌻🌻🌻В этот день принято воздавать должное материнскому труду и бескорыстной жертве матерей ради блага своих детей. В связи с этим, на базе КОГОБУ ШИ ОВЗ г.Малмыжа сотрудники библиотеки совместно с педагогами и учащимися школы провели праздничную программу. посвященную Международному Дню матери под красивым названием «Все начинается с матери».

В рамках мероприятия учащиеся 7 классов показали концертные номера, исполнили песни про маму, показали юмористическую инсценировку «Помощник», а так же приняли участия в тематических играх. В завершении праздника, ребята подвели итог, они собравшись в круг и взявшись за руки, говорили теплые слова о своих мамах.

Концертная программа вызвала у зрителей много положительных эмоций и оставила самые приятные впечатления.

Источник: Центральная библиотека г. Малмыжа

#АдминистрацияМалмыжскогорайона"
1,=968 ^ 5 ^13' MA8
1,"Продам облепиху 280р кг,шиповник 250 р кг"
0,"Продам стопки и бокалы. Стопки по 20 руб шт, бокалы 30 руб шт. Количество много. Телефон +79968966083"
1,Ищу работу!муж.Анон
0,"Продается новый ирригатор, 2700 р. Ирригатор Revyline RL100 White предназначен для качественной чистки всей полости рта в домашних условиях. Модель стационарного типа оборудована емкостью для воды объемом 600 мл. Работает прибор от электрической сети. В комплект входит 7 насадок. Среди них есть специальные для очищения имплантатов, коронок, десневых карманов, брекетов. Тел. 9123644977. Анон, пожалуйста."
0,Bei}_|)5
1,Продам зимний комбинезон. Размер 80. При желании трансформируется в конверт. Очень тёплый. 1000 р. 89229270199. Анонимно пожалуйста
1,1оООруб
1,"Лыжные ботинки Atemi. Размер 37.Цена 1300.
89127132613"
